,Year,Month,State,Location,Food,Species,Status,Illnesses,Hospitalizations,Fatalities,FISP
15924,2012,March,Texas,Unknown,Unknown,Unknown,Unknown,10,,,TX
15925,2012,March,Utah,Unknown,Cheese Curds,Campylobacter jejuni,Suspected,2,0.0,0.0,UT
15926,2012,March,Virginia,Fast Food Restaurant,"Sandwich, Submarine; Italian Sub",Norovirus,Confirmed,14,0.0,0.0,VA
15927,2012,March,Washington,Restaurant,Tuna Steak,Histamine,Confirmed,2,0.0,0.0,WA
15928,2012,March,Wisconsin,Restaurant,Unknown,Norovirus genogroup I,Confirmed,6,0.0,0.0,WI
15929,2012,March,Wisconsin,Catering Service,Unknown,Norovirus genogroup II,Confirmed,28,0.0,0.0,WI
15930,2012,April,Alaska,Unknown,Unknown,Chemical or toxin,Confirmed,4,0.0,0.0,AK
15931,2012,April,Alaska,Unknown,Unknown,Salmonella enterica,Confirmed,2,0.0,0.0,AK
15932,2012,April,Arizona,Unknown,Unknown,Unknown,Unknown,3,0.0,0.0,AZ
15933,2012,April,Arizona,Restaurant,Unknown,Norovirus genogroup II; Bacterium,Suspected,2,0.0,0.0,AZ
15934,2012,April,Arizona,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,AZ
15935,2012,April,Arizona,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,AZ
15936,2012,April,Arkansas,Unknown,Unknown,Unknown,Unknown,5,0.0,0.0,AR
15937,2012,April,California,Restaurant,Vegetable-Based Salads Unspecified,"Escherichia coli, Shiga toxin-producing",Confirmed,12,1.0,0.0,CA
15938,2012,April,Colorado,Restaurant,Eggs Benedict; Mashed Potato/Gravy,Unknown,Unknown,28,0.0,0.0,CO
15939,2012,April,Colorado,Catering Service,"Gravy, Beef",Clostridium perfringens,Suspected,37,0.0,0.0,CO
15940,2012,April,Colorado,Catering Service,Unknown,Norovirus unknown,Suspected,8,0.0,0.0,CO
15941,2012,April,Connecticut,Restaurant,Unknown,Norovirus genogroup II,Confirmed,4,0.0,0.0,CT
15942,2012,April,Florida,Restaurant,"Turkey Subs, Hook & Ladder Sub",Norovirus,Suspected,6,0.0,0.0,FL
15943,2012,April,Florida,Prison/Jail,Chili Unspecified,Unknown,Unknown,123,0.0,0.0,FL
15944,2012,April,Florida,Restaurant,Pastelon; Rice And Beans,Unknown,Unknown,14,0.0,0.0,FL
15945,2012,April,Georgia,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,GA
15946,2012,April,Hawaii,Restaurant,Unknown,Salmonella enterica,Confirmed,42,3.0,0.0,HI
15947,2012,April,Illinois,Restaurant; Private Home/Residence; Grocery Store,Unknown,Unknown,Unknown,16,0.0,0.0,IL
15948,2012,April,Illinois,Private Home/Residence; Catering Service,"Coleslaw; Beans, Baked",Norovirus genogroup II,Confirmed,35,3.0,0.0,IL
15949,2012,April,Illinois,Restaurant,Unknown,Norovirus genogroup II,Confirmed,11,0.0,0.0,IL
15950,2012,April,Kansas,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,KS
15951,2012,April,Kentucky,Restaurant,Unknown,Unknown,Suspected,7,0.0,0.0,KY
15952,2012,April,Kentucky,Restaurant,"Pizza, Cheese",Unknown,Unknown,12,0.0,0.0,KY
15953,2012,April,Louisiana,Unknown,Unknown,Norovirus genogroup I,Suspected,14,0.0,0.0,LA
15954,2012,April,Louisiana,Unknown,Ground Beef; Lettuce; Sprouts,"Escherichia coli, Shiga toxin-producing",Confirmed,5,3.0,1.0,LA
15955,2012,April,Maryland,Restaurant,Fish,Unknown,Unknown,3,0.0,0.0,MD
15956,2012,April,Maryland,Fast Food Restaurant,"Salad, Unspecified",Norovirus genogroup II,Confirmed,7,0.0,0.0,MD
15957,2012,April,Maryland,Restaurant,Crab Cakes,Salmonella enterica,Confirmed,4,0.0,0.0,MD
15958,2012,April,Maryland,Restaurant,"Pate, Chicken Liver",Campylobacter jejuni,Confirmed,11,2.0,0.0,MD
15959,2012,April,Maryland,Unknown,Unknown,Unknown,Unknown,10,0.0,0.0,MD
15960,2012,April,Massachusetts,Restaurant,Unknown,Salmonella enterica,Confirmed,17,5.0,0.0,MA
15961,2012,April,Massachusetts,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,2,1.0,1.0,MA
15962,2012,April,Massachusetts,Fast Food Restaurant,Unknown,Salmonella enterica,Confirmed,18,7.0,0.0,MA
15963,2012,April,Massachusetts,Unknown,Unknown,Listeria monocytogenes,Confirmed,3,3.0,0.0,MA
15964,2012,April,Michigan,Restaurant,Unknown,Norovirus genogroup II,Confirmed,5,0.0,0.0,MI
15965,2012,April,Michigan,Prison/Jail,"Cheese/Rice; Beans, Unspecified; Taco Meat",Clostridium perfringens,Confirmed,108,0.0,0.0,MI
15966,2012,April,Minnesota,Restaurant,Ham; Meatballs,Sapovirus,Confirmed,22,1.0,0.0,MN
15967,2012,April,Minnesota,Restaurant,Unknown,Clostridium perfringens,Confirmed,8,0.0,0.0,MN
15968,2012,April,Minnesota,Restaurant,Hollandaise Sauce,Salmonella enterica,Confirmed,4,0.0,0.0,MN
15969,2012,April,Minnesota,Fast Food Restaurant,Unknown,Norovirus genogroup II,Suspected,8,0.0,0.0,MN
15970,2012,April,Minnesota,Unknown,Unknown,Sapovirus,Confirmed,25,0.0,0.0,MN
15971,2012,April,Missouri,Catering Service,"Chili White Chicken; Salsa, Unspecified",Unknown,Unknown,24,0.0,0.0,MO
15972,2012,April,New Jersey,Restaurant,Unknown,Norovirus genogroup II,Confirmed,7,0.0,0.0,NJ
15973,2012,April,New York,Unknown,"Fish, Tuna",Scombroid toxin,Confirmed,3,0.0,0.0,NY
15974,2012,April,New York,Restaurant,Unknown,Norovirus genogroup I,Confirmed,13,0.0,0.0,NY
15975,2012,April,New York,Restaurant,Lettuce Based Salads,Norovirus genogroup I,Confirmed,26,0.0,0.0,NY
15976,2012,April,North Carolina,Unknown,Unknown,Norovirus,Confirmed,81,3.0,1.0,NC
15977,2012,April,North Dakota,Banquet Facility,Unknown,Unknown,Unknown,14,0.0,0.0,ND
15978,2012,April,Ohio,Private Home/Residence,Unknown,Unknown,Unknown,3,0.0,0.0,OH
15979,2012,April,Ohio,Catering Service,Mesclun Mix And Spinach,Norovirus genogroup I,Confirmed,29,0.0,0.0,OH
15980,2012,April,Ohio,Restaurant,Unknown,Norovirus genogroup II,Confirmed,2,0.0,0.0,OH
15981,2012,April,Ohio,Catering Service,"Chicken, Marsala",Clostridium perfringens,Confirmed,20,0.0,0.0,OH
15982,2012,April,Ohio,Private Home/Residence,Unknown,Unknown,Unknown,3,0.0,0.0,OH
15983,2012,April,Ohio,Fast Food Restaurant,Buffalo Chicken Salad,Norovirus genogroup II,Confirmed,6,0.0,0.0,OH
15984,2012,April,Ohio,Fast Food Restaurant,"Pizza, Unspecified",Norovirus genogroup II,Confirmed,5,0.0,0.0,OH
15985,2012,April,Oregon,Unknown,Milk,"Escherichia coli, Shiga toxin-producing",Confirmed,16,4.0,0.0,OR
15986,2012,April,Oregon,Banquet Facility,Unknown,Norovirus genogroup II,Confirmed,6,0.0,0.0,OR
15987,2012,April,Oregon,Banquet Facility,Unknown,Norovirus,Suspected,14,0.0,0.0,OR
15988,2012,April,Puerto Rico,Private Home/Residence,"Fish, Jack",Ciguatoxin,Confirmed,2,0.0,0.0,PR
15989,2012,April,South Carolina,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,10,3.0,0.0,SC
15990,2012,April,Tennessee,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,TN
15991,2012,April,Texas,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,30,1.0,0.0,TX
15992,2012,April,Utah,Unknown,Unknown,Norovirus,Confirmed,35,0.0,0.0,UT
15993,2012,April,Virginia,Restaurant,"Salad, Unspecified",Unknown,Unknown,8,0.0,0.0,VA
15994,2012,April,Virginia,Office/Indoor Workplace,Unknown,Salmonella enterica,Confirmed,5,2.0,0.0,VA
15995,2012,April,Washington,Restaurant,Chicken And Rice,Bacterium,Suspected,2,0.0,0.0,WA
15996,2012,April,West Virginia,Restaurant,Unknown,Unknown,Unknown,11,0.0,0.0,WV
15997,2012,April,Wisconsin,Restaurant,Refried Beans And Rice,Clostridium perfringens,Confirmed,7,0.0,0.0,WI
15998,2012,April,Wisconsin,Banquet Facility,Unknown,Clostridium perfringens,Confirmed,22,2.0,0.0,WI
15999,2012,April,Wisconsin,Catering Service,Unknown,Norovirus genogroup I,Confirmed,46,1.0,0.0,WI
16000,2012,April,Wisconsin,Restaurant,Unknown,Norovirus genogroup I,Confirmed,11,0.0,0.0,WI
16001,2012,May,Arizona,Private Home/Residence,Unknown,Norovirus genogroup I,Confirmed,7,0.0,0.0,AZ
16002,2012,May,Arizona,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,AZ
16003,2012,May,Arizona,Office/Indoor Workplace,Unknown,Norovirus genogroup I,Confirmed,2,0.0,0.0,AZ
16004,2012,May,Arizona,Restaurant,Unknown,Norovirus genogroup II,Suspected,11,0.0,0.0,AZ
16005,2012,May,Arizona,Restaurant,Unknown,Unknown,Unknown,3,,,AZ
16006,2012,May,Arizona,Unknown,Unknown,Norovirus genogroup II,Suspected,2,0.0,0.0,AZ
16007,2012,May,California,Private Home/Residence; Grocery Store,Unknown,Salmonella enterica,Confirmed,7,1.0,0.0,CA
16008,2012,May,California,Prison/Jail,Unknown,Campylobacter unknown,Confirmed,6,0.0,0.0,CA
16009,2012,May,California,Unknown,Unknown,Campylobacter jejuni,Confirmed,12,0.0,0.0,CA
16010,2012,May,California,Private Home/Residence,"Fajita, Chicken",Salmonella enterica,Confirmed,38,1.0,0.0,CA
16011,2012,May,Colorado,Fast Food Restaurant,Unknown,Norovirus unknown,Suspected,33,0.0,0.0,CO
16012,2012,May,Colorado,Restaurant,Unknown,Salmonella enterica,Confirmed,5,0.0,0.0,CO
16013,2012,May,Connecticut,Nursing Home/Assisted Living Facility,Eggs,Salmonella enterica,Confirmed,20,3.0,1.0,CT
16014,2012,May,Connecticut,Unknown,Unknown,Norovirus genogroup I,Confirmed,13,0.0,0.0,CT
16015,2012,May,Florida,Restaurant,"Romaine Lettuce, Unspecified",Norovirus,Suspected,5,0.0,0.0,FL
16016,2012,May,Florida,Banquet Facility,Buffet,Norovirus genogroup II,Suspected,60,0.0,0.0,FL
16017,2012,May,Florida,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,FL
16018,2012,May,Florida,Catering Service,"Pork, Bbq",Clostridium perfringens,Suspected,11,0.0,0.0,FL
16019,2012,May,Georgia,Private Home/Residence,Unknown,Salmonella enterica,Confirmed,20,2.0,0.0,GA
16020,2012,May,Hawaii,Fast Food Restaurant,"Sandwich, Turkey; Sandwich, Ham",Norovirus genogroup II,Confirmed,6,0.0,0.0,HI
16021,2012,May,Hawaii,Catering Service,Unknown,Salmonella enterica,Confirmed,63,5.0,,HI
16022,2012,May,Illinois,Fast Food Restaurant,Unknown,Norovirus genogroup II,Confirmed,18,0.0,0.0,IL
16023,2012,May,Illinois,Catering Service,Unknown,Unknown,Unknown,13,0.0,0.0,IL
16024,2012,May,Iowa,Unknown,Unknown,Salmonella enterica,Confirmed,6,1.0,0.0,IA
16025,2012,May,Kansas,Unknown,Unknown,Salmonella enterica,Confirmed,14,2.0,0.0,KS
16026,2012,May,Kansas,Private Home/Residence,Unknown,Salmonella enterica,Confirmed,13,0.0,0.0,KS
16027,2012,May,Maine,Restaurant,Unknown,Salmonella enterica,Confirmed,14,0.0,0.0,ME
16028,2012,May,Maryland,Private Home/Residence; Grocery Store,Unknown,Norovirus genogroup I,Confirmed,8,0.0,0.0,MD
16029,2012,May,Massachusetts,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,6,2.0,0.0,MA
16030,2012,May,Michigan,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,MI
16031,2012,May,Michigan,Fast Food Restaurant; Catering Service,"Chicken, Pulled",Unknown,Unknown,8,0.0,0.0,MI
16032,2012,May,Minnesota,Private Home/Residence,Unknown,Salmonella enterica,Confirmed,6,2.0,0.0,MN
16033,2012,May,Minnesota,Unknown,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,Confirmed,7,0.0,0.0,MN
16034,2012,May,Montana,Catering Service,"Chicken, Other",Unknown,Unknown,18,0.0,0.0,MT
16035,2012,May,Multistate,Restaurant; Restaurant; Private Home/Residence; Banquet Facility,Oysters; Clams,Vibrio parahaemolyticus,Confirmed,28,2.0,0.0,Multi
16036,2012,May,New Jersey,Private Home/Residence,Mushrooms,Mycotoxins,Confirmed,3,3.0,0.0,NJ
16037,2012,May,New Jersey,Restaurant,"Tuna, Unspecified",Scombroid toxin,Confirmed,2,0.0,0.0,NJ
16038,2012,May,New York,Restaurant,Unknown,Norovirus genogroup II,Confirmed,15,0.0,0.0,NY
16039,2012,May,New York,Private Home/Residence; Religious Facility,"Rice, Sticky",Staphylococcus aureus; Bacillus cereus,Confirmed,56,5.0,0.0,NY
16040,2012,May,New York,Unknown,Mixed Fruit,Salmonella enterica,Confirmed,7,5.0,0.0,NY
16041,2012,May,Ohio,Restaurant,Unknown,Norovirus genogroup II,Confirmed,6,0.0,0.0,OH
16042,2012,May,Ohio,Restaurant,"Pizza, Meat And Vegetable",Unknown,Unknown,4,0.0,0.0,OH
16043,2012,May,Ohio,Restaurant,Unknown,Norovirus genogroup II,Confirmed,9,0.0,0.0,OH
16044,2012,May,Ohio,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,OH
16045,2012,May,Ohio,Prison/Jail,"Tamale, Unspecified",Unknown,Unknown,58,0.0,0.0,OH
16046,2012,May,Ohio,Unknown,Unknown,Salmonella enterica,Suspected,2,0.0,0.0,OH
16047,2012,May,Ohio,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,OH
16048,2012,May,Ohio,Religious Facility,"Beef, Brisket; Soup, Vegetable-Based",Clostridium perfringens,Confirmed,70,0.0,0.0,OH
16049,2012,May,Ohio,Private Home/Residence,"Ground Beef, Hamburger; Tea; Dessert, Strawberry",Campylobacter jejuni,Confirmed,15,1.0,0.0,OH
16050,2012,May,Ohio,Restaurant,Unknown,Unknown,Unknown,8,0.0,0.0,OH
16051,2012,May,Oklahoma,Banquet Facility,Unknown,Unknown,Unknown,10,0.0,0.0,OK
16052,2012,May,Puerto Rico,Restaurant,Macaroni Salad,Unknown,Unknown,11,0.0,0.0,PR
16053,2012,May,Rhode Island,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,RI
16054,2012,May,Rhode Island,Restaurant,Unknown,Unknown,Unknown,2,1.0,0.0,RI
16055,2012,May,South Carolina,Restaurant,"Rice, White",Bacillus cereus,Confirmed,10,0.0,0.0,SC
16056,2012,May,South Carolina,Catering Service,"Pork, Bbq",Clostridium perfringens,Confirmed,17,0.0,0.0,SC
16057,2012,May,South Carolina,Unknown,Unknown,Salmonella enterica,Confirmed,19,2.0,0.0,SC
16058,2012,May,Tennessee,Unknown,"Pork, Bbq",Salmonella enterica,Confirmed,16,5.0,0.0,TN
16059,2012,May,Texas,Unknown,"Chicken, Grilled",Unknown,Unknown,13,,0.0,TX
16060,2012,May,Utah,Unknown,Unknown,Campylobacter jejuni,Confirmed,7,0.0,0.0,UT
16061,2012,May,Virginia,Fast Food Restaurant; Restaurant,Unknown,Salmonella enterica,Confirmed,2,1.0,0.0,VA
16062,2012,May,Virginia,Restaurant,Unknown,Norovirus,Confirmed,24,1.0,0.0,VA
16063,2012,May,Wisconsin,Restaurant,Unknown,Norovirus genogroup I,Confirmed,6,0.0,0.0,WI
16064,2012,May,Wisconsin,Private Home/Residence,"Beef, Laab Raw; Beef, Intestine Soup With Vegetables; Beef, Laab Cooked",Salmonella enterica; Campylobacter jejuni,Confirmed,21,5.0,0.0,WI
16065,2012,June,Alaska,Restaurant,Fiddle Head Fern,Unknown,Unknown,24,0.0,0.0,AK
16066,2012,June,Arizona,Restaurant,Unknown,Norovirus genogroup I,Confirmed,3,0.0,0.0,AZ
16067,2012,June,Arizona,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,AZ
16068,2012,June,Arizona,Restaurant,Unknown,Norovirus genogroup II,Confirmed,4,0.0,0.0,AZ
16069,2012,June,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,Confirmed,5,0.0,0.0,CA
16070,2012,June,California,Restaurant; Private Home/Residence; Grocery Store,Unknown,Unknown,Unknown,7,0.0,0.0,CA
16071,2012,June,California,Restaurant,Unknown,Norovirus unknown,Confirmed,180,0.0,0.0,CA
16072,2012,June,California,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,CA
16073,2012,June,California,Unknown,Unknown,Unknown,Unknown,2,0.0,0.0,CA
16074,2012,June,California,Private Home/Residence,"Pork, Roasted",Salmonella enterica; Salmonella enterica; Salmonella enterica,Suspected,23,2.0,0.0,CA
16075,2012,June,Colorado,Restaurant,Unknown,Norovirus unknown,Suspected,15,0.0,0.0,CO
16076,2012,June,Colorado,Catering Service,Unknown,Unknown,Unknown,12,0.0,0.0,CO
16077,2012,June,Connecticut,Private Home/Residence,Unknown,Salmonella enterica; Salmonella enterica,Confirmed,3,0.0,0.0,CT
16078,2012,June,Florida,Restaurant,Milkshake,Unknown,Unknown,6,0.0,0.0,FL
16079,2012,June,Florida,Restaurant,"Melon, Unspecified; Jicama And Cucumber Salad",Unknown,Unknown,117,0.0,0.0,FL
16080,2012,June,Florida,Restaurant,Potato Skins,Unknown,Unknown,3,0.0,0.0,FL
16081,2012,June,Florida,Banquet Facility; Catering Service,Unknown,Unknown,Unknown,15,0.0,0.0,FL
16082,2012,June,Florida,Restaurant,Picada,Unknown,Unknown,3,0.0,0.0,FL
16083,2012,June,Illinois,Catering Service,Unknown,Norovirus genogroup I,Confirmed,18,0.0,0.0,IL
16084,2012,June,Illinois,Restaurant,Unknown,Norovirus genogroup I,Confirmed,7,0.0,0.0,IL
16085,2012,June,Illinois,Private Home/Residence,Chicken; Lettuce Based Salads,Salmonella enterica,Suspected,8,2.0,0.0,IL
16086,2012,June,Iowa,Private Home/Residence,"Pork, Carnitas",Salmonella enterica,Confirmed,17,5.0,0.0,IA
16087,2012,June,Iowa,Unknown,"Milk, Whole Milk Unpasteurized",Campylobacter unknown,Confirmed,5,0.0,0.0,IA
16088,2012,June,Iowa,Catering Service,Unknown,Campylobacter jejuni,Confirmed,3,1.0,0.0,IA
16089,2012,June,Massachusetts,Restaurant,Unknown,Salmonella enterica,Confirmed,9,1.0,0.0,MA
16090,2012,June,Michigan,Restaurant,"Chicken, Sweet And Sour",Unknown,Unknown,3,0.0,0.0,MI
16091,2012,June,Michigan,Private Home/Residence; Banquet Facility,Chicken Salad,Unknown,Unknown,18,0.0,0.0,MI
16092,2012,June,Michigan,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,MI
16093,2012,June,Michigan,Private Home/Residence,"Meat/Pasta Sauce, Home Canned",Clostridium botulinum,Confirmed,2,2.0,0.0,MI
16094,2012,June,Minnesota,Private Home/Residence,Unknown,Norovirus genogroup I,Suspected,8,0.0,0.0,MN
16095,2012,June,Minnesota,Restaurant,Unknown,Salmonella enterica,Confirmed,11,4.0,0.0,MN
16096,2012,June,Multistate,Restaurant,"Chicken, Liver",Campylobacter jejuni,Confirmed,6,1.0,0.0,Multi
16097,2012,June,Multistate,Unknown,Ground Beef,Salmonella enterica,Confirmed,51,,0.0,Multi
16098,2012,June,Multistate,Private Home/Residence,Peanut Butter,Salmonella enterica,Confirmed,42,10.0,0.0,Multi
16099,2012,June,Multistate,Private Home/Residence,Chicken,Salmonella enterica,Confirmed,134,33.0,0.0,Multi
16100,2012,June,Multistate,Unknown,"Romaine Lettuce, Unspecified","Escherichia coli, Shiga toxin-producing",Confirmed,52,,,Multi
16101,2012,June,Nebraska,Unknown,Unknown,Unknown,Unknown,52,,,NE
16102,2012,June,New Jersey,Restaurant,Unknown,Norovirus,Suspected,25,2.0,0.0,NJ
16103,2012,June,New Jersey,Unknown,"Cake, Unspecified",Norovirus,Suspected,62,1.0,0.0,NJ
16104,2012,June,New York,Restaurant,"Rice, Fried Rice",Norovirus genogroup I,Confirmed,15,0.0,0.0,NY
16105,2012,June,New York,Grocery Store,Unknown,Unknown,Unknown,10,0.0,0.0,NY
16106,2012,June,New York,Catering Service,Unknown,Norovirus genogroup II,Confirmed,9,0.0,0.0,NY
16107,2012,June,New York,Restaurant,"Fish, Tuna, Spicy Roll",Scombroid toxin,Confirmed,2,0.0,0.0,NY
16108,2012,June,Ohio,Restaurant; Private Home/Residence,Unknown,Norovirus genogroup II,Confirmed,14,1.0,0.0,OH
16109,2012,June,Ohio,Restaurant,Unknown,Unknown,Unknown,10,0.0,0.0,OH
16110,2012,June,Ohio,Catering Service,Unknown,Norovirus genogroup I,Confirmed,15,0.0,0.0,OH
16111,2012,June,Oklahoma,Unknown,Unknown,Salmonella enterica,Confirmed,10,2.0,0.0,OK
16112,2012,June,Oregon,Private Home/Residence,Home Canned Beets,Clostridium botulinum,Confirmed,3,3.0,1.0,OR
16113,2012,June,Oregon,Restaurant,Unknown,Norovirus genogroup II,Confirmed,7,,,OR
16114,2012,June,Pennsylvania,Unknown,"Sushi, Unspecified; Chicken, Other",Salmonella enterica,Confirmed,2,0.0,0.0,PA
16115,2012,June,Pennsylvania,Fast Food Restaurant,Unknown,Norovirus,Suspected,9,0.0,0.0,PA
16116,2012,June,Pennsylvania,Restaurant; Catering Service,"Tomato, Unspecified",Salmonella enterica,Confirmed,102,36.0,0.0,PA
16117,2012,June,Pennsylvania,Restaurant,Unknown,Unknown,Unknown,12,0.0,0.0,PA
16118,2012,June,Pennsylvania,Restaurant,"Duck, Other",Campylobacter,Confirmed,4,0.0,0.0,PA
16119,2012,June,Pennsylvania,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,PA
16120,2012,June,Puerto Rico,Unknown,Unknown,Unknown,Unknown,21,0.0,0.0,PR
16121,2012,June,Puerto Rico,Private Home/Residence,"Fish, Mackeral",Ciguatoxin,Confirmed,2,2.0,0.0,PR
16122,2012,June,Puerto Rico,Private Home/Residence,Cake,Staphylococcus aureus,Confirmed,6,1.0,0.0,PR
16123,2012,June,Rhode Island,Unknown,Tuna Steak,Scombroid toxin,Confirmed,4,0.0,0.0,RI
16124,2012,June,Rhode Island,Fast Food Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,RI
16125,2012,June,Tennessee,Fast Food Restaurant,"Salad, Unspecified",Campylobacter unknown,Suspected,15,0.0,0.0,TN
16126,2012,June,Tennessee,Restaurant,Eggs,Salmonella enterica,Confirmed,12,1.0,0.0,TN
16127,2012,June,Tennessee,Unknown,"Sandwich, Ham/Cheese; Macaroni And Cheese; Pork, Bbq",Unknown,Unknown,48,0.0,0.0,TN
16128,2012,June,Utah,Unknown,Unknown,Campylobacter jejuni,Confirmed,12,0.0,0.0,UT
16129,2012,June,Vermont,Unknown,Unknown,Salmonella enterica,Confirmed,11,3.0,0.0,VT
16130,2012,June,Washington,Restaurant,Duck,Chemical or toxin,Suspected,3,0.0,0.0,WA
16131,2012,June,Washington,Catering Service,Unknown,Clostridium perfringens,Confirmed,237,0.0,0.0,WA
16132,2012,June,Washington,Restaurant,Unknown,Salmonella enterica,Confirmed,14,,,WA
16133,2012,June,West Virginia,Restaurant,Unknown,Unknown,Unknown,31,0.0,0.0,WV
16134,2012,June,Wyoming,Unknown,Unknown,Norovirus genogroup I,Confirmed,18,1.0,0.0,WY
16135,2012,July,Arizona,Prison/Jail,Alcohol,Clostridium botulinum,Confirmed,4,4.0,0.0,AZ
16136,2012,July,California,Restaurant,"Fish, Tuna, Spicy Roll",Scombroid toxin,Confirmed,5,0.0,0.0,CA
16137,2012,July,California,Fast Food Restaurant,Pinto Beans,Salmonella enterica,Confirmed,13,0.0,0.0,CA
16138,2012,July,California,Restaurant,Unknown,Campylobacter jejuni,Confirmed,6,0.0,0.0,CA
16139,2012,July,Colorado,Catering Service,"Turkey, Smoked",Staphylococcus aureus,Suspected,60,2.0,0.0,CO
16140,2012,July,Colorado,Fair/Festival,Unknown,Salmonella enterica,Confirmed,29,1.0,0.0,CO
16141,2012,July,Colorado,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,Confirmed,4,0.0,0.0,CO
16142,2012,July,Colorado,Private Home/Residence,Raw Milk,"Escherichia coli, Shiga toxin-producing",Confirmed,2,0.0,0.0,CO
16143,2012,July,Florida,Private Home/Residence,Oysters,Vibrio parahaemolyticus,Suspected,3,1.0,0.0,FL
16144,2012,July,Florida,Unknown,Unknown,Scombroid toxin,Confirmed,3,0.0,0.0,FL
16145,2012,July,Florida,Restaurant,Fajitas,Unknown,Unknown,3,0.0,0.0,FL
16146,2012,July,Georgia,Fast Food Restaurant,Unknown,Norovirus genogroup II,Suspected,5,0.0,0.0,GA
16147,2012,July,Illinois,Restaurant,Unknown,Salmonella enterica,Confirmed,2,1.0,0.0,IL
16148,2012,July,Illinois,Private Home/Residence; Catering Service,Unknown,Salmonella enterica,Confirmed,10,0.0,0.0,IL
16149,2012,July,Illinois,Restaurant,Unknown,Unknown,Unknown,2,1.0,0.0,IL
16150,2012,July,Iowa,Unknown,Unknown,Salmonella enterica,Confirmed,4,1.0,0.0,IA
16151,2012,July,Maryland,Fast Food Restaurant,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,7,2.0,0.0,MD
16152,2012,July,Massachusetts,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,Confirmed,2,2.0,0.0,MA
16153,2012,July,Michigan,Restaurant,Unknown,Norovirus genogroup II,Confirmed,244,0.0,0.0,MI
16154,2012,July,Minnesota,Restaurant,Eggs,Salmonella enterica,Confirmed,2,0.0,0.0,MN
16155,2012,July,Minnesota,Fast Food Restaurant,Unknown,Norovirus genogroup I,Confirmed,9,0.0,0.0,MN
16156,2012,July,Minnesota,Private Home/Residence,Unknown,Campylobacter jejuni,Confirmed,8,0.0,0.0,MN
16157,2012,July,Missouri,Unknown,Unknown,"Salmonella enterica; Escherichia coli, Shiga toxin-producing",Suspected,11,0.0,0.0,MO
16158,2012,July,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica; Salmonella enterica,Confirmed,261,94.0,3.0,Multi
16159,2012,July,Multistate,Private Home/Residence,Chicken,Salmonella enterica,Confirmed,16,,,Multi
16160,2012,July,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica,Confirmed,24,5.0,0.0,Multi
16161,2012,July,Multistate,Private Home/Residence,Sprouts,Salmonella enterica,Confirmed,19,0.0,0.0,Multi
16162,2012,July,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica,Confirmed,33,11.0,1.0,Multi
16163,2012,July,Multistate,Private Home/Residence,"Mango, Unspecified",Salmonella enterica; Salmonella enterica,Confirmed,129,33.0,0.0,Multi
16164,2012,July,Multistate,Unknown,Cantaloupe,Salmonella enterica,Confirmed,14,1.0,0.0,Multi
16165,2012,July,Nevada,Private Home/Residence,Chicken Dishes,Salmonella enterica,Confirmed,18,0.0,0.0,NV
16166,2012,July,New Jersey,Unknown,Mushrooms,Mycotoxins,Confirmed,2,0.0,0.0,NJ
16167,2012,July,New Jersey,Private Home/Residence,Unknown,Unknown,Unknown,14,0.0,0.0,NJ
16168,2012,July,New Jersey,Office/Indoor Workplace,Unknown,Norovirus,Suspected,10,0.0,0.0,NJ
16169,2012,July,New York,Restaurant,Tuna Burger,Scombroid toxin,Confirmed,2,0.0,0.0,NY
16170,2012,July,New York,Restaurant,Unknown,Norovirus genogroup II,Confirmed,19,0.0,0.0,NY
16171,2012,July,New York,Fast Food Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,NY
